股票,最终净值,收益率%,最大回撤%,夏普比率,交易次数,胜率%,风险事件
sh.600036.招商银行,110850.20027675213,10.850200276752133,16.759546416224865,0.7382164580891474,16,100.0,11
sh.601838.成都银行,100862.55186536827,0.8625518653682666,20.27494041907222,0.15141721535795688,7,0.0,28
sh.601318.中国平安,119705.70559401438,19.70570559401438,10.128194827100234,1.1666757115371804,9,0.0,0
sh.601939.建设银行,114590.84226192418,14.590842261924175,12.880817010596662,0.9663528784982297,7,0.0,0
sh.601398.工商银行,100000.0,0.0,0.0,0.0,0,0.0,0
sz.000858.五粮液,91114.6594760136,-8.885340523986393,16.82656037499415,-0.48982122969712066,18,100.0,11
