stock_name,final_net_worth,total_return,max_drawdown,sharpe_ratio,trade_count,win_rate,risk_events
sh.600036.招商银行,100000.0,0.0,0.0,0.0,209,0.0,2
sh.601838.成都银行,100000.0,0.0,0.0,0.0,209,0.0,0
sh.601318.中国平安,105092.14991975002,5.092149919750024,1.3545844408203613,1.5871469366488964,209,9.090909090909092,1
sh.601939.建设银行,100000.0,0.0,0.0,0.0,209,0.0,1
sh.601398.工商银行,104592.6773615,4.592677361499999,1.960434885249997,1.1338275127146087,209,6.220095693779904,0
sz.000858.五粮液,102787.34353600003,2.7873435360000296,3.48580403571208,0.6538791479267217,209,33.014354066985646,0
